タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner
スタジオ ランディン 立川校,〒190-0022 東京都立川市錦町２丁目２?５ アオイビル 2F,,http://www.namelessproduction.com/,042-523-4940,,1,35.6956123,139.4166423,東京,立川駅,411,立川駅,1,立川市,立川,立川,area:立川|station:立川駅,
スタジオ リル 千葉市川市店,〒272-0133 千葉県市川市行徳駅前１丁目１７?９ ステップワンビル 303,,https://upnow.jp/Studiorill,080-1199-7763,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6835139,139.9157293,東京,なし,,,0,その他,その他,その他,feature:24h,
スタジオ ルカロ,〒453-0856 愛知県名古屋市中村区並木１丁目１４２,,https://www.studio-rucalo.com/,052-485-5155,"2024-02-29 木曜日 10時00分～0時00分
2024-03-01 金曜日 10時00分～0時00分
2024-03-02 土曜日 10時00分～0時00分
2024-03-03 日曜日 9時00分～0時00分
2024-03-04 月曜日 10時00分～0時00分
2024-03-05 火曜日 10時00分～0時00分
2024-03-06 水曜日 10時00分～0時00分
",1,35.1538616,136.8521373,東京,なし,,,0,その他,その他,その他,feature:24h,
スタジオ レセルバ,〒107-0052 東京都港区赤坂３丁目２１?１４ TS共和六番館地下一階,,https://www.studio-reserva.com/,03-6426-5858,"2024-02-29 木曜日 11時00分～23時00分
2024-03-01 金曜日 11時00分～23時00分
2024-03-02 土曜日 11時00分～23時00分
2024-03-03 日曜日 11時00分～23時00分
2024-03-04 月曜日 11時00分～23時00分
2024-03-05 火曜日 11時00分～23時00分
2024-03-06 水曜日 11時00分～23時00分
",1,35.676832,139.735694,東京,赤坂駅,380,赤坂駅|青山一丁目駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|station:青山一丁目駅|feature:24h,
スタジオ レンズマン芝公園,〒105-0011 東京都港区芝公園２丁目１２?１５ 大国ビル 2F-A,,http://lensman.jp/,03-6809-1454,,1,35.653786,139.7514924,東京,浜松町駅,518,浜松町駅|田町駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:浜松町駅|station:田町駅,
スタジオ レンズマン青山,〒107-0062 東京都港区南青山２丁目１０?１１ 南青山パールハイム 1F,,http://lensman.jp/,03-6804-1241,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6710162,139.7210223,東京,青山一丁目駅,316,青山一丁目駅|外苑前駅|表参道駅,3,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:青山一丁目駅|station:外苑前駅|station:表参道駅|feature:24h,
スタジオ・アヴァンティ,〒189-0014 東京都東村山市本町２丁目２１?３ ファーストステージ東村山,,https://www.a-dance.com/,042-397-1475,"2024-02-29 木曜日 10時00分～18時00分
2024-03-01 金曜日 10時00分～18時00分
2024-03-02 土曜日 10時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～18時00分
2024-03-05 火曜日 10時00分～18時00分
2024-03-06 水曜日 10時00分～18時00分
",1,35.7582556,139.4673568,東京,なし,,,0,東村山市,東村山,東村山,area:東村山|feature:24h,
スタジオ・エルカミーノ,〒133-0057 東京都江戸川区西小岩１丁目１９?３２,,http://elcamino-koiwa.com/,03-3671-3309,,1,35.7324773,139.880068,東京,なし,,,0,江戸川区,西葛西,西葛西,area:西葛西,
BUZZ レンタルスタジオ赤坂店,〒107-0052 東京都港区赤坂２丁目１３?２０ Tsumugi ビル,,https://buzz-st.com/akasaka/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6727945,139.7381591,東京,赤坂駅,148,赤坂駅,1,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|feature:24h,
スタジオ・ブリエ 四谷,〒160-0008 東京都新宿区四谷三栄町１２?２ 大久保ビル 1階,,http://www.studio-brillia.com/,03-6380-0648,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.6885657,139.7253296,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h,
スタジオ・マンサナ,〒112-0002 東京都文京区小石川２丁目３?２１,,http://flamenco-manzana.com/,03-5840-6578,"2024-02-29 木曜日 11時00分～22時00分
2024-03-01 金曜日 11時00分～22時00分
2024-03-02 土曜日 11時00分～22時00分
2024-03-03 日曜日 11時00分～20時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 11時00分～22時00分
2024-03-06 水曜日 11時00分～22時00分
",1,35.7095882,139.7508989,東京,なし,,,0,文京区,後楽園,後楽園,area:後楽園|feature:24h,
スタジオ・リアル,〒164-0013 東京都中野区弥生町１丁目５５?１１ エムエスエスビル 2Ｆ,,http://studio-real.tokyo/,03-3372-4366,,1,35.6919219,139.6776768,東京,なし,,,0,中野区,中野,中野,area:中野,
スタジオ21（レンタルスタジオ）,"竹中シャルム B1, ３丁目-１-３ 浅草橋 台東区 東京都 111-0053",,https://upnow.jp/studio21/asakusabashi,080-6600-1221,,1,35.7001094,139.787492,東京,蔵前駅,643,蔵前駅,1,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:蔵前駅,
BUZZ レンタルスタジオ 六本木店,〒106-0032 東京都港区六本木４丁目５?７ スタジオＤ 地下1階,https://dance-studio-lab.com/room/MGYxY2IwOWYtNDQ4ZS00MmEyLTliYTAtNzg1YjUyOTA0OTlj/detail,https://buzz-st.com/roppongi/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6648585,139.732969,東京,六本木駅,269,六本木駅|赤坂駅|青山一丁目駅,3,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:六本木駅|station:赤坂駅|station:青山一丁目駅|feature:24h,
スタジオBOS,〒174-0065 東京都板橋区若木１丁目２６?９,,http://www.studio-bos.com/,03-6795-4845,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.7687511,139.6704322,東京,なし,,,0,板橋区,成増,成増,area:成増|feature:24h,
スタジオＤ２,〒113-0001 東京都文京区白山１丁目１８?７ 石川ビル,,http://studio-d2.net/,03-3812-1174,,1,35.7177329,139.7522058,東京,なし,,,0,文京区,後楽園,後楽園,area:後楽園,
スタジオＤＤＦ,〒134-0088 東京都江戸川区西葛西５丁目５?１５,,http://www.studio-ddf.com/,03-6808-0052,,1,35.6651081,139.8606857,東京,なし,,,0,江戸川区,西葛西,西葛西,area:西葛西,
スタジオGAEA,〒165-0025 東京都中野区沼袋１丁目１０?５,,https://studiogaea.wixsite.com/gaea,03-3388-6585,,1,35.7184218,139.6659961,東京,なし,,,0,中野区,中野,中野,area:中野,
スタジオｉＤＣ,〒171-0014 東京都豊島区池袋２丁目４７?３ キウレイコンビル ４,,http://www.izumikubo-dc.com/,03-5985-4433,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～19時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.7334001,139.7109802,東京,池袋駅,500,池袋駅,1,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h,
スタジオJBA,〒103-0011 東京都中央区日本橋大伝馬町１１?８ ＨＡＴビル B1F,,https://studiojba.com/,03-6231-0638,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 6時00分～0時00分
2024-03-05 火曜日 6時00分～0時00分
2024-03-06 水曜日 定休日
",1,35.689991,139.7806568,東京,秋葉原駅,1128,秋葉原駅,1,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:秋葉原駅|feature:24h,
スタジオK,〒195-0064 東京都町田市小野路町２０７３?３,,https://studio-k-net.com/,090-3409-5240,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.5950122,139.4545963,東京,なし,,,0,町田市,町田,町田,area:町田|feature:24h,
スタジオM,〒141-0032 東京都品川区大崎２丁目７?２,,http://m1986m.org/,090-1504-2825,,1,35.6175166,139.7261695,東京,大崎駅,325,大崎駅|五反田駅,2,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:大崎駅|station:五反田駅,
スタジオmi-sa｜フラメンコ・フラダンス教室・レンタルスタジオ,〒173-0004 東京都板橋区板橋３丁目５?１ リビオタワー板橋 １F,,https://studio-misa.com/,090-6025-1284,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～18時00分
2024-03-01 金曜日 10時00分～18時00分
2024-03-02 土曜日 10時00分～18時00分
2024-03-03 日曜日 10時00分～18時00分
2024-03-04 月曜日 10時00分～18時00分
2024-03-05 火曜日 10時00分～18時00分
2024-03-06 水曜日 10時00分～18時00分
",1,35.7501884,139.7121652,東京,なし,,,0,板橋区,成増,成増,area:成増|feature:24h,
スタジオＰＯＰ,〒185-0022 東京都国分寺市東元町２丁目２０?１１ アーバンコア,,http://www.studio-pop.com/,042-323-8706,,1,35.6965075,139.4811689,東京,国分寺駅,451,国分寺駅,1,国分寺市,国分寺,国分寺,area:国分寺|station:国分寺駅,
スタジオR&Y,〒154-0011 東京都世田谷区上馬２丁目３１?１３ フラワーホーム102,,https://www.studio-r-and-y.com/,090-7233-3934,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～21時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1,35.639729,139.664541,東京,三軒茶屋駅,624,三軒茶屋駅,1,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|station:三軒茶屋駅|feature:24h,
スタジオSOPIC,〒194-0045 東京都町田市南成瀬１丁目2?１,,https://studio.sopic-jp.com/,042-728-8784,"2024-02-29 木曜日 10時00分～20時00分
2024-03-01 金曜日 10時00分～21時30分
2024-03-02 土曜日 10時00分～19時00分
2024-03-03 日曜日 13時00分～19時00分
2024-03-04 月曜日 10時00分～21時30分
2024-03-05 火曜日 10時00分～21時30分
2024-03-06 水曜日 10時00分～21時30分
",1,35.5360278,139.4737512,東京,なし,,,0,町田市,町田,町田,area:町田|feature:24h,
スタジオWITHテライダンスカンパニー,〒116-0014 東京都荒川区東日暮里６丁目４５?３ ハイウエストビル3F ハイウエストビル,,https://with-teraidance.com/,03-3806-3837,"2024-02-29 木曜日 12時00分～20時30分
2024-03-01 金曜日 12時00分～20時30分
2024-03-02 土曜日 12時00分～17時30分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～20時30分
2024-03-05 火曜日 12時00分～20時30分
2024-03-06 水曜日 12時00分～20時30分
",1,35.728789,139.775536,東京,日暮里駅,426,日暮里駅,1,荒川区,日暮里,日暮里,area:日暮里|station:日暮里駅|feature:24h,
スタジオアニマーダ,〒154-0024 東京都世田谷区三軒茶屋１丁目１６?８,,https://animada8.wixsite.com/mysite-1/home,03-3418-3415,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.640012,139.670342,東京,三軒茶屋駅,423,三軒茶屋駅,1,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|station:三軒茶屋駅|feature:24h,
スタジオアリス 足立舎人店,〒121-0831 東京都足立区舎人１丁目１５?９,,https://www.studio-alice.co.jp/shop/store_detail.php?id=227,0120-722-753,"2024-02-29 木曜日 10時00分～18時00分
2024-03-01 金曜日 10時00分～18時00分
2024-03-02 土曜日 10時00分～19時00分
2024-03-03 日曜日 10時00分～19時00分
2024-03-04 月曜日 10時00分～18時00分
2024-03-05 火曜日 10時00分～18時00分
2024-03-06 水曜日 10時00分～18時00分
",1,35.8054046,139.770543,東京,なし,,,0,足立区,北千住,北千住,area:北千住|feature:24h,
スタジオインディ 新宿店,〒160-0022 東京都新宿区新宿３丁目２２番１１号 新宿ＲＳビル ６階,,https://studioindi.jp/access/shinjuku/?argument=UxWRQv9t&dmai=a5e07032924d4a,050-1709-0496,"LGBTQ フレンドリー2024-02-29 木曜日 10時00分～20時00分
2024-03-01 金曜日 10時00分～20時00分
2024-03-02 土曜日 10時00分～20時00分
2024-03-03 日曜日 10時00分～20時00分
2024-03-04 月曜日 10時00分～20時00分
2024-03-05 火曜日 10時00分～20時00分
2024-03-06 水曜日 10時00分～20時00分
",1,35.6932474,139.7016965,東京,新宿駅,289,新宿駅|西武新宿駅|新大久保駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:西武新宿駅|station:新大久保駅|feature:24h,
スタジオインディ 東京駅前店,〒104-0031 東京都中央区京橋１丁目４?１１ 竹本ビルディング ４階,,https://studioindi.jp/access/tokyo?argument=UxWRQv9t&dmai=a5e0703f812c34,050-1709-0498,"LGBTQ フレンドリー2024-02-29 木曜日 10時00分～20時00分
2024-03-01 金曜日 10時00分～20時00分
2024-03-02 土曜日 10時00分～20時00分
2024-03-03 日曜日 10時00分～20時00分
2024-03-04 月曜日 10時00分～20時00分
2024-03-05 火曜日 10時00分～20時00分
2024-03-06 水曜日 10時00分～20時00分
",1,35.6786118,139.7700991,東京,東京駅,397,東京駅|有楽町駅,2,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:東京駅|station:有楽町駅|feature:24h,
スタジオヴェロニカ,〒104-0032 東京都中央区八丁堀２丁目１９?６ ヤサカ八丁堀ビル B1,,https://veronica.asia/,03-4288-8680,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 18時00分～22時30分
2024-03-02 土曜日 10時00分～14時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～22時30分
2024-03-05 火曜日 7時00分～12時00分
2024-03-06 水曜日 10時00分～22時30分
",1,35.6758355,139.7764773,東京,東京駅,1036,東京駅|有楽町駅,2,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:東京駅|station:有楽町駅|feature:24h,
スタジオエイル,〒153-0053 東京都目黒区五本木３丁目１８?７ 第２飯島ビル,,http://studio-ailes.com/,03-5721-2911,,1,35.6316815,139.6854733,東京,学芸大学駅,365,学芸大学駅,1,目黒区,中目黒,中目黒,area:中目黒|station:学芸大学駅,
スタジオエリース,〒161-0033 東京都新宿区下落合２丁目１?８ 三栄ビル 310号室,,http://studioaries.net/wp/,090-4545-1784,"LGBTQ フレンドリー2024-02-29 木曜日 7時00分～0時00分
2024-03-01 金曜日 7時00分～0時00分
2024-03-02 土曜日 7時00分～0時00分
2024-03-03 日曜日 7時00分～0時00分
2024-03-04 月曜日 7時00分～0時00分
2024-03-05 火曜日 7時00分～0時00分
2024-03-06 水曜日 7時00分～0時00分
",1,35.7172688,139.7044202,東京,高田馬場駅,557,高田馬場駅,1,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅|feature:24h,
