studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason,place_id,google_name,rating,review_count,google_address,match_confidence,api_status,query_used
フラメンコスタジオ エル ソニケテ,〒191-0062 東京都日野市多摩平２丁目１２-２ 山崎ビル1F,http://www.soniquete.info/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ0dkx7oIdGWARDw6so3y9ssU,フラメンコスタジオ エル ソニケテ,3.7,3.0,〒191-0062 東京都日野市多摩平２丁目12−２ 山崎ビル 1F,1.0,OK,フラメンコスタジオ エル ソニケテ 東京都日野市多摩平
レンタルスタジオStudioIrodori白金高輪店,〒108-0072 東京都港区白金３丁目１-１２ 第2浅野ビル １０１号室,https://studioirodori.com/,050-3628-5392,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJkdefYniLGGARSpnJMESf-Vo,レンタルスタジオStudioIrodori白金高輪1号店,5.0,3.0,〒108-0072 東京都港区白金３丁目１−１２ 第2浅野ビル １０１号室,0.963,OK,レンタルスタジオStudioIrodori白金高輪店 東京都港区白金
レンタルスタジオStudioIrodori赤羽橋,〒106-0044 東京都港区東麻布１丁目１８-７ リヴェールハヤシ B1F,https://studioirodori.com/,050-3628-5392,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJK4VYoceLGGARqylJBH9dd_k,レンタルスタジオStudioIrodori赤羽橋,5.0,1.0,〒106-0044 東京都港区東麻布１丁目１８−７ B1F,1.0,OK,レンタルスタジオStudioIrodori赤羽橋 東京都港区東麻布
NML dance studio,〒189-0014 東京都東村山市本町２丁目21-３ 1F,http://nmldancestudio.com/,090-8045-3811,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJWfQJu4DnGGARjjV0oM_eElw,NML dance studio,5.0,1.0,〒189-0014 東京都東村山市本町２丁目21−３ 1F,1.0,OK,NML dance studio 東京都東村山市本町
Ohana Room Studio浦安,〒279-0002 千葉県浦安市北栄１丁目１５-５ レクス浦安駅前 ４F,https://ohanaroom.jp/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ55zeAhCHGGARSKs0tbq_CO0,Ohana Room Studio浦安,,,〒279-0002 千葉県浦安市北栄１丁目１５−５ レクス浦安駅前 ４F,1.0,OK,Ohana Room Studio浦安 千葉県浦安市北栄
OnePlace Dance Studio,〒111-0053 東京都台東区浅草橋３丁目１９-２ 地下1階 冨士ビル,https://one-place-llc.wixsite.com/oneplace,03-5825-4043,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJEVFlyWHjGGAR2hpkCgAfYQQ,OnePlace Dance Studio,4.5,4.0,〒111-0053 東京都台東区浅草橋３丁目１９−２ 冨士ビル 地下1階,1.0,OK,OnePlace Dance Studio 東京都台東区浅草橋
Musa studio《自由が丘レンタルスタジオ》,〒152-0034 東京都目黒区緑が丘２丁目１９-１１,https://ja-jp.facebook.com/musastudio/,080-4384-5228,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJx7vASKD1GGARdgtkusLoWoE,Musa studio《自由が丘レンタルスタジオ》,4.0,1.0,〒152-0034 東京都目黒区緑が丘２丁目１９−１１,1.0,OK,Musa studio《自由が丘レンタルスタジオ》 東京都目黒区緑が丘
SPACE AVAILABLE 浅草橋,〒111-0053 東京都台東区浅草橋１丁目１２-３ KSビル B1F,https://www.space-avail.com/,,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJs3iM_x2PGGAR-5k8dMbAbf8,SPACE AVAILABLE 浅草橋,4.6,13.0,〒111-0053 東京都台東区浅草橋１丁目１２−３ KSビル B1F,1.0,OK,SPACE AVAILABLE 浅草橋 東京都台東区浅草橋
レンタルスタジオAivic池袋西口 レンタルスタジオAivic池袋西口,東京都豊島区西池袋3-23-8 平井ビル7階,,,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJg88zWgCNGGARNBf3YX7tGTk,レンタルスタジオAivic池袋東口2号店,5.0,1.0,〒170-0013 東京都豊島区東池袋２丁目５７−１ Kb東池袋II,0.593,OK,レンタルスタジオAivic池袋西口 レンタルスタジオAivic池袋西口 東京都豊島区西池袋3-23-8 平井ビル7階
スタジオSOPIC,〒194-0045 東京都町田市南成瀬１丁目2-１,https://studio.sopic-jp.com/,042-728-8784,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ92f_dhz5GGARMvud_ltGIac,スタジオ NARUSE Sta.,5.0,1.0,〒194-0045 東京都町田市南成瀬１丁目2−１,0.435,OK,スタジオSOPIC 東京都町田市南成瀬
スタジオR&Y,〒154-0011 東京都世田谷区上馬２丁目３１-１３ フラワーホーム102,https://www.studio-r-and-y.com/,090-7233-3934,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJAQCQ65v0GGARmZxSzUR0GyU,スタジオR&Y,5.0,2.0,〒154-0011 東京都世田谷区上馬２丁目３１−１３ フラワーホーム102,1.0,OK,スタジオR&Y 東京都世田谷区上馬
池ノ上道場 / 池ノ上スタジオ Ikenoue-dojo/Ikenoue studio,〒155-0032 東京都世田谷区代沢２丁目４８-２１ ２階,https://ikenouedojo.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJBRtvoEPzGGARqvP-zXk_z_g,池ノ上道場 / 池ノ上スタジオ Ikenoue-dojo/Ikenoue studio,,,〒155-0032 東京都世田谷区代沢２丁目４８−２１ ２階,1.0,OK,池ノ上道場 / 池ノ上スタジオ Ikenoue-dojo/Ikenoue studio 東京都世田谷区代沢
スタジオフラップ,〒152-0003 東京都目黒区碑文谷５丁目１４-１３,http://dance-flap.com/,03-5724-5581,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ_xN48dD0GGARHi3T5glbr1E,スタジオフラップ,3.5,2.0,〒152-0003 東京都目黒区碑文谷５丁目１４−１３,1.0,OK,スタジオフラップ 東京都目黒区碑文谷
JK Studio 赤羽橋,〒106-0044 東京都港区東麻布１丁目１８-７ リヴェールハヤシ B1,https://www.instabase.jp/space/8187721432,050-5372-4665,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJQ10eOgCTGGAR-SpyTeCRp5M,JIC Studio 赤羽,4.6,11.0,〒115-0045 東京都北区赤羽２丁目２５−５ TS-2 101,0.818,OK,JK Studio 赤羽橋 東京都港区東麻布
スタジオマーティ 駒沢大学 / STUDIO marty Komazawa,〒154-0011 東京都世田谷区上馬２丁目２-５ ２F,https://www.studiomarty.co.jp/komazawadaigaku/,03-6450-8689,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJq6oddZr0GGAREg2llRm8qxU,スタジオマーティ 駒沢大学 / STUDIO marty Komazawa,5.0,1.0,〒154-0011 東京都世田谷区上馬２丁目２−５ ２F,1.0,OK,スタジオマーティ 駒沢大学 / STUDIO marty Komazawa 東京都世田谷区上馬
MKH dance fit studio,〒279-0001 千葉県浦安市当代島１丁目１６-１９ 大塚ビル 3階,https://www.mkhdancefitstudio.com/,047-712-7489,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJfyLganiHGGARRqf0X2lJsSA,MKH dance fit studio,3.7,3.0,〒279-0001 千葉県浦安市当代島１丁目１６−１９ 大塚ビル 3階,1.0,OK,MKH dance fit studio 千葉県浦安市当代島
A-KIDS DANCE STUDIO,〒191-0011 東京都日野市日野本町４丁目５-５ ＨＳビル 2F,http://www.akidsdancestudio.com/,080-5884-7544,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJdYpe8g7jGGARxfzO9yTpjtA,A-KIDS DANCE STUDIO,,,〒191-0011 東京都日野市日野本町４丁目５−５ ＨＳビル 2F,1.0,OK,A-KIDS DANCE STUDIO 東京都日野市日野本町
株式会社expg family,〒153-0043 東京都目黒区東山１丁目２-２ 目黒東山スクエアビル 4F,http://www.e-t-c.net/,03-5725-0430,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJjSjPG1-NGGARSXyDaBkBNtk,㈱expg family,,,〒153-0043 東京都目黒区東山１丁目２−２ 目黒東山スクエアビル 4F,0.8,OK,株式会社expg family 東京都目黒区東山
Ka Hula O Hawai?i,〒150-0013 東京都渋谷区恵比寿４丁目４-５ ?三伊藤ビル 3F,https://kahulaohawaii.com/,03-5795-2873,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJ8-vyDouLGGARw84lbmKiNNA,Ka Hula O Hawaiʻi,,,〒150-0013 東京都渋谷区恵比寿４丁目４−５ 㐧三伊藤ビル 3F,0.929,OK,Ka Hula O Hawai?i 東京都渋谷区恵比寿
ソピックカルチャー総合サイト,〒194-0045 東京都町田市南成瀬１丁目２-１,https://culture.sopic-jp.com/,042-728-8784,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJz-XwiRv5GGARacqjVOjIj5Y,成瀬駅前カルチャー総合サイト,1.0,1.0,〒194-0045 東京都町田市南成瀬１丁目２−１,0.714,OK,ソピックカルチャー総合サイト 東京都町田市南成瀬
YR CLUB HOUSE 国領店,〒182-0022 東京都調布市国領町３丁目１０-４,http://yrch.jp/,042-426-7711,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJJfF6e0XwGGARPhrOjIakyQc,YR CLUB HOUSE 国領店,5.0,10.0,〒182-0022 東京都調布市国領町３丁目１０−４,1.0,OK,YR CLUB HOUSE 国領店 東京都調布市国領町
マウリ・ナニスタジオ,〒194-0004 東京都町田市鶴間１丁目１８-１ ドルフ南町田101,http://maulinani.com/,090-4968-9496,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ29fdYur4GGAR1kU1qvdxF3Y,Mauli Nani Studio,,,〒194-0004 東京都町田市鶴間１丁目18−１,0.0,OK,マウリ・ナニスタジオ 東京都町田市鶴間
貸スペース 東京レンタルスタジオ,〒125-0061 東京都葛飾区亀有３丁目１３-２ 亀有鞠子ビル4階,,070-5087-2001,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJvffUWlmNGGARxUbjp1KCSIw,貸スペース 東京レンタルスタジオ,,,〒125-0061 東京都葛飾区亀有３丁目１３−２ 亀有鞠子ビル4階,1.0,OK,貸スペース 東京レンタルスタジオ 東京都葛飾区亀有
谷淑江スペイン舞踊スタジオ DANZARTE（ダンサルテ）,〒150-0013 東京都渋谷区恵比寿１丁目１６-28-2F ＴＫビル,http://www.danzarte.xyz/,,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJG-bd7mqLGGAR_rj-pDkXWGU,谷淑江スペイン舞踊スタジオ DANZARTE（ダンサルテ）,,,〒150-0013 東京都渋谷区恵比寿１丁目１６−28-2F ＴＫビル,1.0,OK,谷淑江スペイン舞踊スタジオ DANZARTE（ダンサルテ） 東京都渋谷区恵比寿
金町カフェレンタルスタジオ,〒125-0041 東京都葛飾区東金町１丁目３８-４ ニュー金町ビル ４F,https://kanamachi.inforent.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ_3rOvXOFGGARcHF_fPgYU2k,金町カフェレンタルスタジオ,5.0,2.0,〒125-0041 東京都葛飾区東金町１丁目３８−４ ニュー金町ビル ４F,1.0,OK,金町カフェレンタルスタジオ 東京都葛飾区東金町
ペンテフラットスタジオ,〒279-0002 千葉県浦安市北栄１丁目１１-４０ １F ビル,http://penteflat.com/,047-350-8338,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJH5ghCweHGGARAX7UiDXNfNA,ペンテフラットスタジオ,5.0,1.0,〒279-0002 千葉県浦安市北栄１丁目１１−４０ １F ビル,1.0,OK,ペンテフラットスタジオ 千葉県浦安市北栄
プレジャーガレージ,〒150-0031 東京都渋谷区桜丘町２４-３,http://www.pg-g.com/,03-3770-7651,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJY0-RZVeLGGARV72k4oZ9K8U,プレジャーガレージ,,,〒150-0031 東京都渋谷区桜丘町２４−３,1.0,OK,プレジャーガレージ 東京都渋谷区桜丘町２４?３
Another ONE+ （銀座レンタルスペース）,〒104-0061 東京都中央区銀座３丁目１２-１８ 新岩間ビル 3F,https://aopg.jp/,090-4610-1850,,0,6,2,70,S優先度記事×2|複数記事候補×6,ChIJkfQU00mLGGARzb8iRX4aRgk,Another ONE+ （銀座レンタルスペース）,4.7,14.0,〒104-0061 東京都中央区銀座３丁目１２−１８ 新岩間ビル 3F,1.0,OK,Another ONE+ （銀座レンタルスペース） 東京都中央区銀座
スタジオマーティ,〒108-0073 東京都港区三田２丁目１４-４ １Ｆ,https://www.studiomarty.co.jp/yoga-pilates/tokyo-mitakeio/,03-6809-6565,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJwcnjrraLGGARcDOhEVrHL34,スタジオマーティ 東京三田慶応 / STUDIO marty Tokyo Mita Keio,3.7,6.0,〒108-0073 東京都港区三田２丁目１４−４ １Ｆ,0.34,OK,スタジオマーティ 東京都港区三田
青木愛子 スペイン舞踊研究所,〒141-0022 東京都品川区東五反田１丁目１８-４ ＧＴＤイーストビル,http://flamenco.co.jp/,03-3473-3435,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJn96g0_uKGGARnDdDjIVMGao,青木愛子 スペイン舞踊研究所,,,〒141-0022 東京都品川区東五反田１丁目１８−４ ＧＴＤイーストビル,1.0,OK,青木愛子 スペイン舞踊研究所 東京都品川区東五反田
Studio Cosmique（スタジオコスミーク）,〒108-0023 東京都港区芝浦２丁目１４ １４-１３ １ 階 Mck芝浦ビル,http://studiocosmique.com/,,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJh6uyVbWLGGAR8Cp7UM0N-Sg,Studio Cosmique（スタジオコスミーク）,,,〒108-0023 東京都港区芝浦２丁目１４ Mck芝浦ビル １４−１３ １ 階,1.0,OK,Studio Cosmique（スタジオコスミーク） 東京都港区芝浦
サムシン コンビニエンス スタジオ,〒104-0032 東京都中央区八丁堀２丁目１-２ 水澤ビル,,03-6222-8987,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJVVVZ-liJGGARvGnhPuKOsXc,サムシン コンビニエンス スタジオ,4.1,8.0,〒104-0032 東京都中央区八丁堀２丁目１−２ 水澤ビル 3F,1.0,OK,サムシン コンビニエンス スタジオ 東京都中央区八丁堀
スタジオM,〒141-0032 東京都品川区大崎２丁目７-２,,090-1504-2825,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJgcZBm_OKGGARrhfkUFr77-4,スタジオM,,,〒141-0032 東京都品川区大崎２丁目７−２,1.0,OK,スタジオM 東京都品川区大崎
スタジオエイル,〒153-0053 東京都目黒区五本木３丁目１８-７ 第２飯島ビル,http://studio-ailes.com/,03-5721-2911,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJ8xe4Hsz0GGAReKayQosKViI,スタジオエイル,,,〒153-0053 東京都目黒区五本木３丁目１８−７ 第２飯島ビル,1.0,OK,スタジオエイル 東京都目黒区五本木
スタジオルゥ,〒155-0031 東京都世田谷区北沢１丁目３９-７ ＳＡビル 2F N,http://www.lou.co.jp/,03-6407-0081,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJZVe2HmrzGGARVougsgYyGaQ,スタジオルゥ,3.8,8.0,〒155-0031 東京都世田谷区北沢１丁目３９−７ ＳＡビル 2F N,1.0,OK,スタジオルゥ 東京都世田谷区北沢
琉球スタジオCanDokoro,〒160-0007 東京都新宿区荒木町６-４ ラ・ベルロシェ 101,https://candokoro.com/,,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJ_6ocO3WNGGARCz9dkclXGZs,琉球スタジオCanDokoro,5.0,3.0,〒160-0007 東京都新宿区荒木町６−４ ラ・ベルロシェ 101,1.0,OK,琉球スタジオCanDokoro 東京都新宿区荒木町６-４ ラ・ベルロシェ 101
バレエアトリエリュミエール,〒169-0051 東京都新宿区西早稲田２丁目３-１ 早稲田奉仕園 奉仕園会館一号館地下一階 You-Iホール,https://ballet-atelier-lumiere.net/,050-3749-6386,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJjYtOCYuNGGARY9itgkIjwGg,バレエアトリエリュミエール,5.0,1.0,〒169-0051 東京都新宿区西早稲田２丁目３−１ 早稲田奉仕園 奉仕園会館一号館地下一階 You-Iホール,1.0,OK,バレエアトリエリュミエール 東京都新宿区西早稲田
ルミエールバレエスタジオ,〒140-0014 東京都品川区大井１丁目３１-１,https://oimachi-lbs.com/,080-5539-2735,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJEz4ZWw6LGGAR245VIUkGgf8,ルミエールバレエスタジオ,5.0,1.0,〒140-0014 東京都品川区大井１丁目３１−１,1.0,OK,ルミエールバレエスタジオ 東京都品川区大井
アリスト バレエスタジオ,〒155-0031 東京都世田谷区北沢２丁目９-２１ ミナミ10号館ビル 4階,https://aristoballetstudio.com/,03-3485-1522,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJVVXBimrzGGARpwZRDTJgtkQ,Aristo BALLET STUDIO,4.3,6.0,〒155-0031 東京都世田谷区北沢２丁目９−２１ ミナミ10号館ビル 4階,0.0,OK,アリスト バレエスタジオ 東京都世田谷区北沢
Studio sun and moon,〒160-0004 東京都新宿区四谷４丁目１３-５８,http://www.sunandmoon.tokyo.jp/index.html,,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJWfQlWt6NGGARyDRWb1dGMIY,Studio sun and moon,4.2,6.0,〒160-0004 東京都新宿区四谷４丁目１３−５８,1.0,OK,Studio sun and moon 東京都新宿区四谷
山県順子モダンバレエスタジオ,〒140-0014 東京都品川区大井３丁目４-８,http://www.yoriko-dance.com/index.html,03-3773-7355,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現,ChIJS09m1kOLGGARbt_qeskqbhg,山県順子モダンバレエスタジオ,5.0,1.0,〒140-0014 東京都品川区大井３丁目４−８,1.0,OK,山県順子モダンバレエスタジオ 東京都品川区大井
BUZZ レンタルスタジオ八王子店,〒192-0082 東京都八王子市東町１１-３ センチュリーステーションビル B1,,,,0,5,2,65,S優先度記事×2|複数記事候補×5,ChIJH-b8m34dGWARfjPtVHs9ncY,BUZZ八王子,2.7,7.0,〒192-0082 東京都八王子市東町１１−３ センチュリーステーションビル B1,0.609,OK,BUZZ レンタルスタジオ八王子店 東京都八王子市東町１１?３ センチュリーステーションビル B1
